微信消息记录     导出时间:2016-05-22 00:33:26
－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－
ID                            时间                     联系人                   状态                类型                消息
2215573545@chatroom           2016-05-15 09:18:16      110-江涛骇浪             接收                文本                我的悦跑圈要升等级就得跑半马，有些踌躇
2215573545@chatroom           2016-05-15 09:18:30      110-江涛骇浪             接收                文本                @丸子 [强][强][强]
2215573545@chatroom           2016-05-15 09:18:38      135-tuberadio            接收                文本                只会中餐
2215573545@chatroom           2016-05-15 09:18:40      135-tuberadio            接收                文本                哈哈
2215573545@chatroom           2016-05-15 09:18:59      137-丸子                 接收                文本                这也不是西餐呀[偷笑]
2215573545@chatroom           2016-05-15 09:19:17      135-tuberadio            接收                文本                比我的好看多了
2215573545@chatroom           2016-05-15 09:20:15      138-Bad Mr.              接收                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-05-15 09:20:40      110-江涛骇浪             接收                文本                好怀念内蒙啊
2215573545@chatroom           2016-05-15 09:21:07      155-国王                 接收                文本                @江涛骇浪 内蒙的吗？
2215573545@chatroom           2016-05-15 09:21:08      086-素安。               接收                文本                内蒙老乡啊~
2215573545@chatroom           2016-05-15 09:21:10      110-江涛骇浪             接收                文本                我想吃手把肉和血肠了!尤其想念血肠啊
2215573545@chatroom           2016-05-15 09:21:18      138-Bad Mr.              接收                文本                【打卡】骑行1小时23分钟
2215573545@chatroom           2016-05-15 09:21:32      138-Bad Mr.              接收                文本                恩老乡，贵姓哥们
2215573545@chatroom           2016-05-15 09:21:44      110-江涛骇浪             接收                文本                我不是内蒙的，但是我内蒙去了好多好多地方
2215573545@chatroom           2016-05-15 09:21:56      086-素安。               接收                文本                我是大内蒙的
2215573545@chatroom           2016-05-15 09:22:10      138-Bad Mr.              接收                文本                内蒙古那的
2215573545@chatroom           2016-05-15 09:22:11      155-国王                 接收                文本                @素安。 [握手][握手]
2215573545@chatroom           2016-05-15 09:22:33      086-素安。               接收                文本                @江涛骇浪 你好专业啊，有这人都吃不惯[强]
2215573545@chatroom           2016-05-15 09:22:40      086-素安。               接收                文本                @泉立方总代国王（招微商） [握手][握手]
2215573545@chatroom           2016-05-15 09:22:44      155-国王                 接收                文本                看起来老乡不少啊
2215573545@chatroom           2016-05-15 09:22:52      086-素安。               接收                文本                @Bad Mr. 我家在呼市
2215573545@chatroom           2016-05-15 09:23:41      155-国王                 接收                文本                我家是集宁的
2215573545@chatroom           2016-05-15 09:24:17      155-国王                 接收                文本                @素安。 在北京做什么工作呢
2215573545@chatroom           2016-05-15 09:24:57      110-江涛骇浪             接收                文本                我喜欢集宁的羊杂碎和肉包子
2215573545@chatroom           2016-05-15 09:25:09      155-国王                 接收                文本                还有内蒙古的吗，找个时间我们聚聚
2215573545@chatroom           2016-05-15 09:25:21      110-江涛骇浪             接收                文本                集宁的丰镇，兴和我原来老去
2215573545@chatroom           2016-05-15 09:25:43      110-江涛骇浪             接收                文本                北京八环啊[偷笑][偷笑]
2215573545@chatroom           2016-05-15 09:26:19      110-江涛骇浪             接收                文本                锡盟的坛草，临河的烩菜，猪肉勾鸡
2215573545@chatroom           2016-05-15 09:26:43      110-江涛骇浪             接收                文本                都是我比较喜欢的啊[色][色][色]
2215573545@chatroom           2016-05-15 09:26:59      121-A李归宝              接收                文本                我呼伦贝尔得
2215573545@chatroom           2016-05-15 09:27:29      155-国王                 接收                文本                @江涛骇浪 朋友什么时候去，找人陪你，最主要是内蒙人好客，马奶酒喝个够
2215573545@chatroom           2016-05-15 09:27:37      155-国王                 接收                文本                @A宝宝不是包包 [握手][握手]
2215573545@chatroom           2016-05-15 09:28:10      110-江涛骇浪             接收                文本                @泉立方总代国王（招微商） 我原来是出差的工作，现在换工作了，去不了了，没时间了
2215573545@chatroom           2016-05-15 09:28:33      121-A李归宝              接收                文本                @国王 [呲牙]
2215573545@chatroom           2016-05-15 09:28:50      086-素安。               接收                文本                @泉立方总代国王（招微商） 我在做运维
2215573545@chatroom           2016-05-15 09:28:51      155-国王                 接收                文本                有的是机会
2215573545@chatroom           2016-05-15 09:28:52      110-江涛骇浪             接收                文本                还真没喝过马奶酒，纳尔松原浆一斤八两
2215573545@chatroom           2016-05-15 09:29:39      110-江涛骇浪             接收                文本                然后我把北京的白牛二推荐给了内蒙哥们儿，他嫌喝着没劲
2215573545@chatroom           2016-05-15 09:29:40      155-国王                 接收                文本                @素安。 高大尚[强][强]
2215573545@chatroom           2016-05-15 09:29:43      110-江涛骇浪             接收                文本                [调皮][调皮][调皮]
2215573545@chatroom           2016-05-15 09:30:03      086-素安。               接收                文本                🙈
2215573545@chatroom           2016-05-15 09:30:26      110-江涛骇浪             接收                文本                呼和浩特电力家园那边去过
2215573545@chatroom           2016-05-15 09:30:35      155-国王                 接收                文本                @江涛骇浪 是啊，我们那最普通的就是草原白63度
2215573545@chatroom           2016-05-15 09:30:46      155-国王                 接收                文本                喝的不上头
2215573545@chatroom           2016-05-15 09:31:14      110-江涛骇浪             接收                文本                @泉立方总代国王（招微商） 那是高草，就喝过一口
2215573545@chatroom           2016-05-15 09:31:37      155-国王                 接收                文本                哈哈
2215573545@chatroom           2016-05-15 09:31:39      110-江涛骇浪             接收                文本                我老喝绿草和坛草，我喜欢坛草
2215573545@chatroom           2016-05-15 09:31:51      110-江涛骇浪             接收                文本                黄草没喝过
2215573545@chatroom           2016-05-15 09:32:10      110-江涛骇浪             接收                文本                老去锡盟电力局边上的大刚烤串吃饭去
2215573545@chatroom           2016-05-15 09:32:15      155-国王                 接收                文本                那绝对是粮食精华产品
2215573545@chatroom           2016-05-15 09:32:59      110-江涛骇浪             接收                文本                我过去太旗
2215573545@chatroom           2016-05-15 09:33:27      155-国王                 接收                文本                那个地方也不错
2215573545@chatroom           2016-05-15 09:33:42      086-素安。               接收                文本                你去过内蒙的地方比我都多🙈
2215573545@chatroom           2016-05-15 09:33:46      110-江涛骇浪             接收                文本                草原白酒厂没进去过，但是别人托人去里面打的高度酒
2215573545@chatroom           2016-05-15 09:34:04      138-Bad Mr.              接收                文本                游子
2215573545@chatroom           2016-05-15 09:34:13      138-Bad Mr.              接收                文本                我是呼市的
2215573545@chatroom           2016-05-15 09:34:27      110-江涛骇浪             接收                文本                @素安。 顺义是我老家，保定是第二故乡，内蒙就是第三故乡
2215573545@chatroom           2016-05-15 09:34:29      155-国王                 接收                文本                有机会大家可以去四子王旗旅游啊
2215573545@chatroom           2016-05-15 09:34:39      155-国王                 接收                文本                那是个好地方
2215573545@chatroom           2016-05-15 09:35:00      138-Bad Mr.              接收                文本                吃羊杂碎
2215573545@chatroom           2016-05-15 09:35:02      078-放牛娃               接收                文本                @Bad Mr. 老乡
2215573545@chatroom           2016-05-15 09:35:14      086-素安。               接收                文本                耶耶耶，我在四子王旗住过
2215573545@chatroom           2016-05-15 09:35:27      086-素安。               接收                文本                格根塔拉草原
2215573545@chatroom           2016-05-15 09:35:28      155-国王                 接收                文本                @Bad Mr. [握手][握手][握手]
2215573545@chatroom           2016-05-15 09:35:45      155-国王                 接收                文本                那个地方不错吧
2215573545@chatroom           2016-05-15 09:35:58      086-素安。               接收                文本                四子王东梁的杂碎最正宗了，没有之一
2215573545@chatroom           2016-05-15 09:36:01      078-放牛娃               接收                文本                @素安。 葛根塔拉草原是神舟飞船落地的地方
2215573545@chatroom           2016-05-15 09:36:11      110-江涛骇浪             接收                文本                我特喜欢内蒙的羊杂碎
2215573545@chatroom           2016-05-15 09:36:31      110-江涛骇浪             接收                文本                吃着爽，大早上来碗杂碎加两个肉包子[色][色]
2215573545@chatroom           2016-05-15 09:36:36      155-国王                 接收                文本                我那有熟人，有想去的联系我啊
2215573545@chatroom           2016-05-15 09:36:46      155-国王                 接收                文本                随时欢迎大家
2215573545@chatroom           2016-05-15 09:36:51      138-Bad Mr.              接收                文本                是把，来把过来一起去吃
2215573545@chatroom           2016-05-15 09:36:53      078-放牛娃               接收                文本                呼市最近的草原是希拉穆仁草原吧
2215573545@chatroom           2016-05-15 09:37:23      110-江涛骇浪             接收                文本                或者早上手把肉配血肠，喝点茶，来点儿奶酪，爽歪歪啊
2215573545@chatroom           2016-05-15 09:37:51      110-江涛骇浪             接收                文本                奶茶里面再加上点儿牛肉
2215573545@chatroom           2016-05-15 09:37:56      110-江涛骇浪             接收                文本                爽啊
2215573545@chatroom           2016-05-15 09:37:57      155-国王                 接收                文本                看起来大家对内蒙古不光了解，还挺熟悉啊
2215573545@chatroom           2016-05-15 09:38:00      110-江涛骇浪             接收                文本                很是怀念啊
2215573545@chatroom           2016-05-15 09:38:01      086-素安。               接收                文本                憋说了[快哭了]说的我都饿死了
2215573545@chatroom           2016-05-15 09:38:11      155-国王                 接收                文本                @江涛骇浪 说的好
2215573545@chatroom           2016-05-15 09:38:23      138-Bad Mr.              接收                文本                是不是缺点蒙古王
2215573545@chatroom           2016-05-15 09:38:37      155-国王                 接收                动画表情            [动画表情]
2215573545@chatroom           2016-05-15 09:38:43      086-素安。               接收                文本                来只烤全羊
2215573545@chatroom           2016-05-15 09:38:56      110-江涛骇浪             接收                文本                真没喝过蒙古王，一直和绿草和纳尔松
2215573545@chatroom           2016-05-15 09:39:07      110-江涛骇浪             接收                文本                呼市的蒙古大营[色][色]
2215573545@chatroom           2016-05-15 09:39:09      138-Bad Mr.              接收                文本                资深吃货
2215573545@chatroom           2016-05-15 09:39:25      086-素安。               接收                文本                @Bad Mr. 同感[呲牙]
2215573545@chatroom           2016-05-15 09:39:34      155-国王                 接收                动画表情            [动画表情]
2215573545@chatroom           2016-05-15 09:39:38      138-Bad Mr.              接收                文本                你去的地方不少了啊
2215573545@chatroom           2016-05-15 09:39:45      110-江涛骇浪             接收                文本                内蒙早餐的话，其实太旗就有两家还是不错的
2215573545@chatroom           2016-05-15 09:40:01      110-江涛骇浪             接收                文本                太仆寺旗，挨着张家口
2215573545@chatroom           2016-05-15 09:41:03      110-江涛骇浪             接收                文本                从内蒙回来以后，就喜欢炖纯羊肉吃了，不加别的，只炖羊排，爽歪歪的
2215573545@chatroom           2016-05-15 09:41:34      138-Bad Mr.              接收                文本                @素安。 同感
2215573545@chatroom           2016-05-15 09:41:47      138-Bad Mr.              接收                文本                @素安。 你家是那的
2215573545@chatroom           2016-05-15 09:41:55      086-素安。               接收                文本                手把肉
2215573545@chatroom           2016-05-15 09:42:00      086-素安。               接收                文本                我家呼市的
2215573545@chatroom           2016-05-15 09:42:34      138-Bad Mr.              接收                文本                嗯，学了一手还
2215573545@chatroom           2016-05-15 09:43:26      080-喜大普奔奔           接收                文本                【打卡】跑步 36min 
2215573545@chatroom           2016-05-15 09:43:27      138-Bad Mr.              接收                文本                炖羊肉可以说是内蒙古的地方菜，农家菜。大补
2215573545@chatroom           2016-05-15 09:43:35      110-江涛骇浪             接收                文本                炖纯羊肉是在薛家湾吃的，老爽了
2215573545@chatroom           2016-05-15 09:43:42      138-Bad Mr.              接收                文本                你在呼市工作呢
2215573545@chatroom           2016-05-15 09:43:59      110-江涛骇浪             接收                文本                还有羊尾，有些油腻，不过我喜欢
2215573545@chatroom           2016-05-15 09:45:23      078-放牛娃               接收                文本                呼市早期蒙餐比较地道的是巴彦德乐海
2215573545@chatroom           2016-05-15 09:45:26      138-Bad Mr.              接收                文本                饿了晚上回去做一顿
2215573545@chatroom           2016-05-15 09:46:12      110-江涛骇浪             接收                文本                锡盟是林平
2215573545@chatroom           2016-05-15 09:47:15      110-江涛骇浪             接收                文本                群里有锡盟的么
2215573545@chatroom           2016-05-15 09:47:25      110-江涛骇浪             接收                文本                鄂尔多斯的?
2215573545@chatroom           2016-05-15 09:47:26      078-放牛娃               接收                文本                羊肉还是内蒙的好吃。我觉得宁夏甘肃和新疆的都没内蒙的好吃
2215573545@chatroom           2016-05-15 09:47:32      110-江涛骇浪             接收                文本                乌兰察布的?
2215573545@chatroom           2016-05-15 09:47:35      078-放牛娃               接收                文本                锡林郭勒
2215573545@chatroom           2016-05-15 09:47:43      110-江涛骇浪             接收                文本                各有各的特色
2215573545@chatroom           2016-05-15 09:48:03      138-Bad Mr.              接收                文本                刚才那些内蒙古伙伴有喜欢骑行的没
2215573545@chatroom           2016-05-15 09:48:17      110-江涛骇浪             接收                文本                银川的羊肉也是可以的，好像叫贵宾楼，也是不错的
2215573545@chatroom           2016-05-15 09:48:26      155-国王                 接收                文本                有
2215573545@chatroom           2016-05-15 09:49:23      110-江涛骇浪             接收                文本                内蒙的羊肉就得是锡盟，鄂尔多斯还有兴安盟那块的好
2215573545@chatroom           2016-05-15 09:49:49      110-江涛骇浪             接收                文本                我记得鄂尔多斯当地人叫伊旗
2215573545@chatroom           2016-05-15 09:50:10      155-国王                 接收                文本                我们附近有个蒙古大营的饭店，有机会大家来，我安排，刚才大家说的都有，绝对的正中
2215573545@chatroom           2016-05-15 09:51:11      138-Bad Mr.              接收                文本                惊涛骇浪你是本菜谱吧
2215573545@chatroom           2016-05-15 09:51:19      138-Bad Mr.              接收                文本                [强]
2215573545@chatroom           2016-05-15 09:56:09      110-江涛骇浪             接收                文本                @Bad Mr. 我是个吃货
2215573545@chatroom           2016-05-15 09:58:15      155-国王                 接收                文本                会吃的人就是会生活的人，民以食为天吗
2215573545@chatroom           2016-05-15 10:01:55      110-江涛骇浪             接收                文本                [呲牙][呲牙][呲牙]
2215573545@chatroom           2016-05-15 10:27:39      Angel                    接收                文本                【打卡】HIIT15min＋健身操30min
2215573545@chatroom           2016-05-15 10:34:27      126-三少                 接收                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-05-15 10:36:24      126-三少                 接收                文本                昨天看个数据说全国全马3小时之内的不超过400人@BadGirl 这数据可信吗
2215573545@chatroom           2016-05-15 10:47:01      100-Achilles ॐ🏃🐬  接收                文本                @三少 不知道，反正我知道深圳不超过30个
2215573545@chatroom           2016-05-15 10:48:53      126-三少                 接收                文本                [抱拳]
2215573545@chatroom           2016-05-15 10:50:10      100-Achilles ॐ🏃🐬  接收                文本                我去年深马259，31名，前面有7个黑人，那就24名，深圳300以内的我基本都认识，不到30人
2215573545@chatroom           2016-05-15 10:52:52      100-Achilles ॐ🏃🐬  接收                文本                我今年厦马也是259，排名138，厦马是金牌赛事，水平比较高，那说明不超过400人是可信的。
2215573545@chatroom           2016-05-15 10:53:14      100-Achilles ॐ🏃🐬  接收                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-05-15 10:54:07      100-Achilles ॐ🏃🐬  接收                文本                据说厦马有一半是外地去的选手
2215573545@chatroom           2016-05-15 10:55:31      126-三少                 接收                文本                厉害
2215573545@chatroom           2016-05-15 11:00:06      061-Gmer 💋            接收                文本                打卡，练背＋史密斯深蹲60分钟
2215573545@chatroom           2016-05-15 11:00:10      137-丸子                 接收                文本                太厉害了
2215573545@chatroom           2016-05-15 11:00:12      061-Gmer 💋            接收                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-05-15 11:00:23      111-塔雅                 接收                文本                这要是我就废了
2215573545@chatroom           2016-05-15 11:00:53      061-Gmer 💋            接收                文本                已经感觉废了
2215573545@chatroom           2016-05-15 11:00:55      061-Gmer 💋            接收                文本                 
2215573545@chatroom           2016-05-15 11:02:07      061-Gmer 💋            接收                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-05-15 11:02:13      061-Gmer 💋            接收                文本                用这个图打卡
2215573545@chatroom           2016-05-15 11:02:28      083-艾清                 接收                文本                @Achilles ॐ🏃🏊  妈呀 好厉害
2215573545@chatroom           2016-05-15 11:04:51      061-Gmer 💋            接收                文本                卧槽，还厉害
2215573545@chatroom           2016-05-15 11:05:17      061-Gmer 💋            接收                文本                一直佩服跑马拉松的人
2215573545@chatroom           2016-05-15 11:05:22      061-Gmer 💋            接收                文本                [可怜][可怜][可怜]
2215573545@chatroom           2016-05-15 11:11:10      126-三少                 接收                文本                上午就开练厉害
2215573545@chatroom           2016-05-15 11:12:00      017-梁文彦               接收                文本                我这两天作死报了个40英里的越野跑
2215573545@chatroom           2016-05-15 11:14:17      061-Gmer 💋            接收                文本                嗯，上午练，下午玩
2215573545@chatroom           2016-05-15 11:14:19      061-Gmer 💋            接收                文本                哈哈哈
2215573545@chatroom           2016-05-15 11:15:46      061-Gmer 💋            接收                文本                最近忙。锻炼都少了
2215573545@chatroom           2016-05-15 11:15:47      122-余弦                 接收                文本                刚看昨天平板撑大赛，中国一哥们坚持了八小时零一分一秒，真牛
2215573545@chatroom           2016-05-15 11:16:12      142-Water                接收                文本                ~~~
2215573545@chatroom           2016-05-15 11:17:02      135-tuberadio            接收                文本                啊？
2215573545@chatroom           2016-05-15 11:17:12      135-tuberadio            接收                文本                八小时
2215573545@chatroom           2016-05-15 11:18:13      135-tuberadio            接收                文本                原来是四个多小时
2215573545@chatroom           2016-05-15 11:18:42      095-不想说话             接收                文本                特警，，致敬建军节
2215573545@chatroom           2016-05-15 11:18:51      095-不想说话             接收                文本                不然感觉还能更长啊
2215573545@chatroom           2016-05-15 11:19:19      003-itony                接收                文本                8个小时
2215573545@chatroom           2016-05-15 11:19:23      003-itony                接收                文本                怎么可能
2215573545@chatroom           2016-05-15 11:20:00      095-不想说话             接收                文本                新闻报道的
2215573545@chatroom           2016-05-15 11:20:23      137-丸子                 接收                网页                8小时01分01秒！中国特警再创平板支撑世界纪录，太牛了！
                                                                                          http://mp.weixin.qq.com/s?__biz=MjM5MjYxNzY2NA==&amp;mid=2650432721&amp;idx=1&amp;sn=b3c08eb37dfdb7870667ca8a9286f4e1&amp;scene=0#rd
2215573545@chatroom           2016-05-15 11:23:58      061-Gmer 💋            接收                文本                是的，
2215573545@chatroom           2016-05-15 11:26:16      095-不想说话             接收                文本                我一分钟就跪了[发呆]
2215573545@chatroom           2016-05-15 11:26:18      003-itony                接收                文本                我就只能做两分钟[害羞]
2215573545@chatroom           2016-05-15 11:26:42      003-itony                接收                文本                那得多好的身体素质啊
2215573545@chatroom           2016-05-15 11:27:32      083-艾清                 接收                文本                一分钟 跪了+ 1
2215573545@chatroom           2016-05-15 11:27:41      137-丸子                 接收                文本                不知道他们怎么上厕所…
2215573545@chatroom           2016-05-15 11:27:54      135-tuberadio            接收                文本                估计不去吧
2215573545@chatroom           2016-05-15 11:28:03      138-Bad Mr.              接收                文本                嘴好撅 
2215573545@chatroom           2016-05-15 11:28:05      017-梁文彦               接收                文本                如果动作标准的话一分钟不错了
2215573545@chatroom           2016-05-15 11:28:07      135-tuberadio            接收                文本                或者纸尿裤
2215573545@chatroom           2016-05-15 11:28:08      122-余弦                 接收                文本                说真的：我趴着都趴不了那么久
2215573545@chatroom           2016-05-15 11:28:38      051-庄明浩               接收                文本                哈哈
2215573545@chatroom           2016-05-15 11:28:45      135-tuberadio            接收                文本                坐着看也累啊
2215573545@chatroom           2016-05-15 11:29:15      017-梁文彦               接收                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-05-15 11:29:43      137-丸子                 接收                文本                北脸野练？
2215573545@chatroom           2016-05-15 11:29:44      003-itony                接收                文本                以前军训站军姿，半个小时都挺难熬的
2215573545@chatroom           2016-05-15 11:29:58      017-梁文彦               接收                文本                就这张图，几乎没有标准的
2215573545@chatroom           2016-05-15 11:30:17      017-梁文彦               接收                文本                @丸子🌸 是的
2215573545@chatroom           2016-05-15 11:31:13      122-余弦                 接收                文本                我发现丸子是个高手
2215573545@chatroom           2016-05-15 11:31:14      017-梁文彦               接收                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-05-15 11:31:23      017-梁文彦               接收                文本                出发跑步去
2215573545@chatroom           2016-05-15 11:32:37      051-庄明浩               接收                动画表情            [动画表情]
2215573545@chatroom           2016-05-15 11:34:50      137-丸子                 接收                文本                @余弦  我在吃上是个高手
2215573545@chatroom           2016-05-15 11:35:06      137-丸子                 接收                文本                哈哈
2215573545@chatroom           2016-05-15 11:35:30      051-庄明浩               接收                文本                会吃也可以
2215573545@chatroom           2016-05-15 11:38:26      122-余弦                 接收                文本                吃好了才好练
2215573545@chatroom           2016-05-15 11:39:43      053-赵浩zz               接收                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-05-15 11:39:44      053-赵浩zz               接收                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-05-15 11:39:58      053-赵浩zz               接收                文本                打卡，半马137分钟
2215573545@chatroom           2016-05-15 11:41:22      100-Achilles ॐ🏃🐬  接收                文本                @三少 @丸子🌸 @Gmer 💋 @艾清 谢谢
2215573545@chatroom           2016-05-15 11:43:03      xid_9wne29zx0o3o21       接收                小视频              [小视频]
2215573545@chatroom           2016-05-15 11:43:34      100-Achilles ॐ🏃🐬  接收                文本                这是昨天比赛的视频，猫队的动作很标准
2215573545@chatroom           2016-05-15 11:43:41      100-Achilles ॐ🏃🐬  接收                文本                毛队
2215573545@chatroom           2016-05-15 11:43:42      137-丸子                 接收                文本                太牛了
2215573545@chatroom           2016-05-15 11:44:23      100-Achilles ॐ🏃🐬  接收                文本                我的最好成绩62分，离毛队差远了
2215573545@chatroom           2016-05-15 11:44:44      100-Achilles ॐ🏃🐬  接收                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-05-15 11:44:47      100-Achilles ॐ🏃🐬  接收                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-05-15 11:44:58      100-Achilles ॐ🏃🐬  接收                文本                标准姿势请看这里
2215573545@chatroom           2016-05-15 11:46:05      154-king                 接收                文本                我做不标准
2215573545@chatroom           2016-05-15 11:46:46      138-Bad Mr.              接收                文本                给力呢哇
2215573545@chatroom           2016-05-15 11:46:47      122-余弦                 接收                文本                我的最好成绩62秒[呲牙]
2215573545@chatroom           2016-05-15 11:47:01      100-Achilles ॐ🏃🐬  接收                文本                平板想做队时间长，一定得多练核心的力量
2215573545@chatroom           2016-05-15 11:48:05      154-king                 接收                文本                我太重了！撑不住[偷笑]
2215573545@chatroom           2016-05-15 11:48:32      100-Achilles ॐ🏃🐬  接收                文本                那就减
2215573545@chatroom           2016-05-15 11:53:48      154-king                 接收                文本                就是在减
2215573545@chatroom           2016-05-15 11:53:56      154-king                 接收                文本                但是现在瓶颈了
2215573545@chatroom           2016-05-15 11:54:02      154-king                 接收                文本                真烦
2215573545@chatroom           2016-05-15 11:54:03      100-Achilles ॐ🏃🐬  接收                文本                加油
2215573545@chatroom           2016-05-15 11:54:14      154-king                 接收                文本                我在想办法突破呢
2215573545@chatroom           2016-05-15 11:54:29      100-Achilles ॐ🏃🐬  接收                文本                我可以帮你
2215573545@chatroom           2016-05-15 11:54:52      083-艾清                 接收                文本                Ach 做啥的
2215573545@chatroom           2016-05-15 11:54:58      154-king                 接收                文本                说来听听
2215573545@chatroom           2016-05-15 11:57:54      100-Achilles ॐ🏃🐬  接收                文本                @艾清 法律职业
2215573545@chatroom           2016-05-15 11:58:08      025-苏良义               接收                文本                核心力量怎么练
2215573545@chatroom           2016-05-15 11:58:10      100-Achilles ॐ🏃🐬  接收                文本                @king 你怎么减的先？
2215573545@chatroom           2016-05-15 11:58:57      083-艾清                 接收                文本                [色]高档
2215573545@chatroom           2016-05-15 11:59:24      083-艾清                 接收                文本                @苏良义  好多 视屏 搜来看看
2215573545@chatroom           2016-05-15 11:59:34      051-庄明浩               接收                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-05-15 11:59:36      051-庄明浩               接收                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-05-15 11:59:46      100-Achilles ॐ🏃🐬  接收                文本                @苏良义 腹肌撕裂者，8分钟什么，网上大把
2215573545@chatroom           2016-05-15 12:00:24      100-Achilles ॐ🏃🐬  接收                文本                @艾清 谢谢
2215573545@chatroom           2016-05-15 12:02:56      154-king                 接收                文本                什么地方
2215573545@chatroom           2016-05-15 12:03:25      051-庄明浩               接收                文本                澳洲
2215573545@chatroom           2016-05-15 12:04:26      025-苏良义               接收                文本                你们都撕裂多长时间
2215573545@chatroom           2016-05-15 12:05:07      083-艾清                 接收                文本                不练那个
2215573545@chatroom           2016-05-15 12:05:45      137-丸子                 接收                文本                之前撕裂者一个动作都做不标准
2215573545@chatroom           2016-05-15 12:06:05      154-king                 接收                文本                漂亮
2215573545@chatroom           2016-05-15 12:06:19      137-丸子                 接收                文本                然后就有阴影了
2215573545@chatroom           2016-05-15 12:06:35      137-丸子                 接收                文本                现在偶尔拿keep做腹
2215573545@chatroom           2016-05-15 12:18:47      025-苏良义               接收                文本                我很久没keep
2215573545@chatroom           2016-05-15 12:20:17      137-丸子                 接收                文本                哦对了 上次被那个app虐了 火辣健身
2215573545@chatroom           2016-05-15 12:20:53      137-丸子                 接收                文本                它那里高级版太难了
2215573545@chatroom           2016-05-15 12:21:08      021-小宝                 接收                文本                【打卡】毛球 150min
2215573545@chatroom           2016-05-15 12:21:21      021-小宝                 接收                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-05-15 12:21:37      140-被遗忘的流年         接收                文本                【打卡】30分跑步，70力量
